seqname	miRNA_ctr1.bed	miRNA_ctr2.bed	miRNA_ctr3.bed	miRNA_trt4.bed	miRNA_trt5.bed	miRNA_trt6.bed
ID=MIMAT0009390;Alias=MIMAT0009390;Name=mmu-miR-1927;Derives_from=MI0009914	1	0	0	0	0	0
ID=MIMAT0009391;Alias=MIMAT0009391;Name=mmu-miR-1928;Derives_from=MI0009917	0	1	0	0	0	0
ID=MIMAT0009392;Alias=MIMAT0009392;Name=mmu-miR-1929-5p;Derives_from=MI0009918	0	0	0	0	0	0
ID=MIMAT0009393;Alias=MIMAT0009393;Name=mmu-miR-1930-5p;Derives_from=MI0009919	1	0	2	0	1	0
ID=MIMAT0009394;Alias=MIMAT0009394;Name=mmu-miR-1931;Derives_from=MI0009920	0	1	0	0	0	0
ID=MIMAT0009395;Alias=MIMAT0009395;Name=mmu-miR-1932;Derives_from=MI0009921	0	0	0	0	0	2
ID=MIMAT0009396;Alias=MIMAT0009396;Name=mmu-miR-1933-5p;Derives_from=MI0009922	0	0	1	0	0	0
ID=MIMAT0009397;Alias=MIMAT0009397;Name=mmu-miR-1933-3p;Derives_from=MI0009922	1	6	1	1	0	1
ID=MIMAT0009398;Alias=MIMAT0009398;Name=mmu-miR-1934-5p;Derives_from=MI0009923	0	0	0	1	0	0
ID=MIMAT0009400;Alias=MIMAT0009400;Name=mmu-miR-1936;Derives_from=MI0009925	0	2	0	0	0	5
ID=MIMAT0009402;Alias=MIMAT0009402;Name=mmu-miR-1938;Derives_from=MI0009927	2	5	1	1	6	0
ID=MIMAT0009405;Alias=MIMAT0009405;Name=mmu-miR-1941-5p;Derives_from=MI0009930	0	0	0	0	0	0
ID=MIMAT0009406;Alias=MIMAT0009406;Name=mmu-miR-1941-3p;Derives_from=MI0009930	0	0	0	0	0	0
ID=MIMAT0009407;Alias=MIMAT0009407;Name=mmu-miR-1942;Derives_from=MI0009931	0	0	0	0	0	0
ID=MIMAT0009408;Alias=MIMAT0009408;Name=mmu-miR-1943-5p;Derives_from=MI0009932	0	0	1	0	0	0
ID=MIMAT0009410;Alias=MIMAT0009410;Name=mmu-miR-1945;Derives_from=MI0009934	0	0	1	2	1	0
ID=MIMAT0009411;Alias=MIMAT0009411;Name=mmu-miR-1306-3p;Derives_from=MI0009935	0	2	0	0	1	4
ID=MIMAT0009412;Alias=MIMAT0009412;Name=mmu-miR-1946a;Derives_from=MI0009936	0	0	0	0	0	0
ID=MIMAT0009413;Alias=MIMAT0009413;Name=mmu-miR-1947-5p;Derives_from=MI0009937	2	6	2	3	10	5
ID=MIMAT0009415;Alias=MIMAT0009415;Name=mmu-miR-1948-3p;Derives_from=MI0009939	0	0	0	0	1	0
ID=MIMAT0009416;Alias=MIMAT0009416;Name=mmu-miR-1949;Derives_from=MI0009940	0	0	1	0	1	2
ID=MIMAT0009417;Alias=MIMAT0009417;Name=mmu-miR-1950;Derives_from=MI0009941	0	0	0	0	0	0
ID=MIMAT0009418;Alias=MIMAT0009418;Name=mmu-miR-669l-5p;Derives_from=MI0009942	1	3	2	1	1	3
ID=MIMAT0009419;Alias=MIMAT0009419;Name=mmu-miR-669m-3p;Derives_from=MI0009943	0	0	0	0	0	0
ID=MIMAT0009419_1;Alias=MIMAT0009419;Name=mmu-miR-669m-3p;Derives_from=MI0009944	0	0	0	0	0	0
ID=MIMAT0009421;Alias=MIMAT0009421;Name=mmu-miR-669o-5p;Derives_from=MI0009945	4	4	1	2	1	4
ID=MIMAT0009422;Alias=MIMAT0009422;Name=mmu-miR-1951;Derives_from=MI0009946	0	0	0	0	0	0
ID=MIMAT0009423;Alias=MIMAT0009423;Name=mmu-miR-1952;Derives_from=MI0009947	0	1	0	0	0	0
ID=MIMAT0009424;Alias=MIMAT0009424;Name=mmu-miR-1953;Derives_from=MI0009948	0	0	0	0	0	0
ID=MIMAT0009425;Alias=MIMAT0009425;Name=mmu-miR-1954;Derives_from=MI0009949	0	2	0	0	0	0
ID=MIMAT0009426;Alias=MIMAT0009426;Name=mmu-miR-1955-5p;Derives_from=MI0009950	0	0	0	0	2	0
ID=MIMAT0009427;Alias=MIMAT0009427;Name=mmu-miR-669n;Derives_from=MI0009951	0	0	0	0	0	0
ID=MIMAT0009428;Alias=MIMAT0009428;Name=mmu-miR-1956;Derives_from=MI0009952	7	6	3	0	8	5
ID=MIMAT0009431;Alias=MIMAT0009431;Name=mmu-miR-1958;Derives_from=MI0009955	0	0	0	0	0	0
ID=MIMAT0009433;Alias=MIMAT0009433;Name=mmu-miR-1960;Derives_from=MI0009957	0	1	0	0	0	0
ID=MIMAT0009434;Alias=MIMAT0009434;Name=mmu-miR-1961;Derives_from=MI0009958	0	0	0	0	0	0
ID=MIMAT0009435;Alias=MIMAT0009435;Name=mmu-miR-1962;Derives_from=MI0009959	0	0	0	0	0	0
ID=MIMAT0009436;Alias=MIMAT0009436;Name=mmu-miR-1963;Derives_from=MI0009960	0	0	0	0	0	0
ID=MIMAT0009437;Alias=MIMAT0009437;Name=mmu-miR-1964-3p;Derives_from=MI0009961	0	0	0	0	0	1
ID=MIMAT0009439;Alias=MIMAT0009439;Name=mmu-miR-1966-5p;Derives_from=MI0009963	0	0	0	0	0	0
ID=MIMAT0009440;Alias=MIMAT0009440;Name=mmu-miR-1967;Derives_from=MI0009964	0	0	0	0	0	0
ID=MIMAT0009441;Alias=MIMAT0009441;Name=mmu-miR-1968-5p;Derives_from=MI0009965	0	0	0	0	0	0
ID=MIMAT0009442;Alias=MIMAT0009442;Name=mmu-miR-1969;Derives_from=MI0009966	0	1	1	0	1	1
ID=MIMAT0009443;Alias=MIMAT0009443;Name=mmu-miR-1946b;Derives_from=MI0009967	0	0	0	0	0	0
ID=MIMAT0009444;Alias=MIMAT0009444;Name=mmu-miR-1970;Derives_from=MI0009968	0	0	0	0	0	0
ID=MIMAT0009446;Alias=MIMAT0009446;Name=mmu-miR-1971;Derives_from=MI0009970	0	0	0	0	0	0
ID=MIMAT0009455;Alias=MIMAT0009455;Name=mmu-miR-1983;Derives_from=MI0009990	5	5	3	0	0	1
ID=MIMAT0009456;Alias=MIMAT0009456;Name=mmu-miR-1839-5p;Derives_from=MI0009991	111	115	70	111	139	118
ID=MIMAT0009457;Alias=MIMAT0009457;Name=mmu-miR-1839-3p;Derives_from=MI0009991	1	1	0	1	2	0
ID=MIMAT0009458;Alias=MIMAT0009458;Name=mmu-miR-1981-5p;Derives_from=MI0009992	0	0	0	0	1	0
ID=MIMAT0009459;Alias=MIMAT0009459;Name=mmu-miR-1982-5p;Derives_from=MI0009993	3	1	0	0	0	4
ID=MIMAT0009460;Alias=MIMAT0009460;Name=mmu-miR-1982-3p;Derives_from=MI0009993	0	5	0	3	1	4
ID=MIMAT0010560;Alias=MIMAT0010560;Name=mmu-miR-1249-3p;Derives_from=MI0004132	1	1	0	0	3	1
ID=MIMAT0011212;Alias=MIMAT0011212;Name=mmu-miR-2136;Derives_from=MI0010749	0	0	0	0	0	0
ID=MIMAT0011213;Alias=MIMAT0011213;Name=mmu-miR-2137;Derives_from=MI0010750	2	2	0	6	4	2
ID=MIMAT0011215;Alias=MIMAT0011215;Name=mmu-miR-2139;Derives_from=MI0010752	0	0	0	0	0	0
ID=MIMAT0012771;Alias=MIMAT0012771;Name=mmu-miR-432;Derives_from=MI0012528	0	0	0	0	0	0
ID=MIMAT0012772;Alias=MIMAT0012772;Name=mmu-miR-599;Derives_from=MI0012529	0	0	0	0	0	0
ID=MIMAT0012773;Alias=MIMAT0012773;Name=mmu-miR-767;Derives_from=MI0012530	0	0	0	0	0	0
ID=MIMAT0012774;Alias=MIMAT0012774;Name=mmu-miR-664-3p;Derives_from=MI0012531	1	1	0	0	2	2
ID=MIMAT0013803;Alias=MIMAT0013803;Name=mmu-miR-2861;Derives_from=MI0013007	0	0	0	0	1	0
ID=MIMAT0014800;Alias=MIMAT0014800;Name=mmu-miR-1247-5p;Derives_from=MI0004120	10	19	5	75	11	30
ID=MIMAT0014801;Alias=MIMAT0014801;Name=mmu-miR-1247-3p;Derives_from=MI0004120	48	50	41	22	57	46
ID=MIMAT0014802;Alias=MIMAT0014802;Name=mmu-miR-1264-5p;Derives_from=MI0004130	0	0	0	0	0	0
ID=MIMAT0014803;Alias=MIMAT0014803;Name=mmu-miR-1264-3p;Derives_from=MI0004130	0	0	0	0	0	0
ID=MIMAT0014804;Alias=MIMAT0014804;Name=mmu-miR-1249-5p;Derives_from=MI0004132	0	0	0	0	0	0
ID=MIMAT0014805;Alias=MIMAT0014805;Name=mmu-miR-1843a-5p;Derives_from=MI0004155	5	3	2	2	3	5
ID=MIMAT0014806;Alias=MIMAT0014806;Name=mmu-miR-1843a-3p;Derives_from=MI0004155	3	3	0	2	3	0
ID=MIMAT0014807;Alias=MIMAT0014807;Name=mmu-miR-344d-3-5p;Derives_from=MI0004227	0	0	0	0	0	0
ID=MIMAT0014808;Alias=MIMAT0014808;Name=mmu-miR-344d-3p;Derives_from=MI0004524	0	0	0	0	0	0
ID=MIMAT0014808_1;Alias=MIMAT0014808;Name=mmu-miR-344d-3p;Derives_from=MI0004619	0	0	0	0	0	0
ID=MIMAT0014808_2;Alias=MIMAT0014808;Name=mmu-miR-344d-3p;Derives_from=MI0004227	0	0	0	0	0	0
ID=MIMAT0014809;Alias=MIMAT0014809;Name=mmu-miR-1298-5p;Derives_from=MI0004300	0	0	0	0	0	0
ID=MIMAT0014810;Alias=MIMAT0014810;Name=mmu-miR-1298-3p;Derives_from=MI0004300	0	0	0	0	0	0
ID=MIMAT0014811;Alias=MIMAT0014811;Name=mmu-miR-3059-5p;Derives_from=MI0004412	0	0	0	0	0	0
ID=MIMAT0014812;Alias=MIMAT0014812;Name=mmu-miR-3059-3p;Derives_from=MI0004412	0	0	0	0	0	0
ID=MIMAT0014813;Alias=MIMAT0014813;Name=mmu-miR-3058-5p;Derives_from=MI0004418	0	0	0	0	0	0
ID=MIMAT0014814;Alias=MIMAT0014814;Name=mmu-miR-3058-3p;Derives_from=MI0004418	0	0	1	0	0	0
ID=MIMAT0014815;Alias=MIMAT0014815;Name=mmu-miR-3099-5p;Derives_from=MI0004485	0	0	0	0	0	0
ID=MIMAT0014816;Alias=MIMAT0014816;Name=mmu-miR-3099-3p;Derives_from=MI0004485	0	0	0	0	0	0
ID=MIMAT0014817;Alias=MIMAT0014817;Name=mmu-miR-3106-5p;Derives_from=MI0004486	0	0	0	0	0	0
ID=MIMAT0014818;Alias=MIMAT0014818;Name=mmu-miR-3106-3p;Derives_from=MI0004486	0	0	0	0	0	0
ID=MIMAT0014819;Alias=MIMAT0014819;Name=mmu-miR-344d-1-5p;Derives_from=MI0004524	0	0	0	0	0	0
ID=MIMAT0014822;Alias=MIMAT0014822;Name=mmu-miR-3057-5p;Derives_from=MI0014020	5	1	0	3	3	1
ID=MIMAT0014823;Alias=MIMAT0014823;Name=mmu-miR-3057-3p;Derives_from=MI0014020	0	0	0	0	0	0
ID=MIMAT0014824;Alias=MIMAT0014824;Name=mmu-miR-1251-5p;Derives_from=MI0014021	0	0	1	0	0	0
ID=MIMAT0014825;Alias=MIMAT0014825;Name=mmu-miR-1251-3p;Derives_from=MI0014021	0	0	0	0	0	0
ID=MIMAT0014826;Alias=MIMAT0014826;Name=mmu-miR-3060-5p;Derives_from=MI0014022	0	0	0	0	0	0
ID=MIMAT0014827;Alias=MIMAT0014827;Name=mmu-miR-3060-3p;Derives_from=MI0014022	0	1	0	0	1	0
ID=MIMAT0014828;Alias=MIMAT0014828;Name=mmu-miR-3061-5p;Derives_from=MI0014023	0	1	0	0	0	0
ID=MIMAT0014829;Alias=MIMAT0014829;Name=mmu-miR-3061-3p;Derives_from=MI0014023	0	0	1	0	0	0
ID=MIMAT0014830;Alias=MIMAT0014830;Name=mmu-miR-3062-5p;Derives_from=MI0014024	0	5	0	4	4	0
ID=MIMAT0014831;Alias=MIMAT0014831;Name=mmu-miR-3062-3p;Derives_from=MI0014024	0	0	0	1	1	0
ID=MIMAT0014832;Alias=MIMAT0014832;Name=mmu-miR-3063-5p;Derives_from=MI0014025	0	0	0	0	0	0
ID=MIMAT0014833;Alias=MIMAT0014833;Name=mmu-miR-3063-3p;Derives_from=MI0014025	0	0	0	0	0	0
ID=MIMAT0014834;Alias=MIMAT0014834;Name=mmu-miR-3064-5p;Derives_from=MI0014026	2	0	4	0	3	7
ID=MIMAT0014835;Alias=MIMAT0014835;Name=mmu-miR-3064-3p;Derives_from=MI0014026	0	0	0	0	0	0
ID=MIMAT0014836;Alias=MIMAT0014836;Name=mmu-miR-3065-5p;Derives_from=MI0014027	0	0	0	1	0	0
ID=MIMAT0014837;Alias=MIMAT0014837;Name=mmu-miR-3065-3p;Derives_from=MI0014027	0	1	0	0	0	0
ID=MIMAT0014838;Alias=MIMAT0014838;Name=mmu-miR-3066-5p;Derives_from=MI0014028	1	3	0	1	4	0
ID=MIMAT0014839;Alias=MIMAT0014839;Name=mmu-miR-3066-3p;Derives_from=MI0014028	0	0	0	0	0	0
ID=MIMAT0014840;Alias=MIMAT0014840;Name=mmu-miR-3067-5p;Derives_from=MI0014029	0	0	0	0	1	0
ID=MIMAT0014841;Alias=MIMAT0014841;Name=mmu-miR-3067-3p;Derives_from=MI0014029	0	0	0	0	0	0
ID=MIMAT0014842;Alias=MIMAT0014842;Name=mmu-miR-3068-5p;Derives_from=MI0014030	0	2	0	0	0	1
ID=MIMAT0014843;Alias=MIMAT0014843;Name=mmu-miR-3068-3p;Derives_from=MI0014030	71	50	8	25	49	36
ID=MIMAT0014844;Alias=MIMAT0014844;Name=mmu-miR-3069-5p;Derives_from=MI0014031	0	0	0	0	0	1
ID=MIMAT0014845;Alias=MIMAT0014845;Name=mmu-miR-3069-3p;Derives_from=MI0014031	0	0	0	0	0	1
ID=MIMAT0014846;Alias=MIMAT0014846;Name=mmu-miR-3070-5p;Derives_from=MI0014032	0	0	0	0	0	0
ID=MIMAT0014846_1;Alias=MIMAT0014846;Name=mmu-miR-3070-5p;Derives_from=MI0014033	0	1	0	0	0	0
ID=MIMAT0014847;Alias=MIMAT0014847;Name=mmu-miR-3070-3p;Derives_from=MI0014032	0	0	0	0	0	0
ID=MIMAT0014849;Alias=MIMAT0014849;Name=mmu-miR-3070-2-3p;Derives_from=MI0014033	0	0	0	0	0	0
ID=MIMAT0014850;Alias=MIMAT0014850;Name=mmu-miR-3071-5p;Derives_from=MI0014034	0	1	1	0	1	2
ID=MIMAT0014851;Alias=MIMAT0014851;Name=mmu-miR-3071-3p;Derives_from=MI0014034	0	0	0	0	2	0
ID=MIMAT0014852;Alias=MIMAT0014852;Name=mmu-miR-3072-5p;Derives_from=MI0014035	0	2	0	0	0	0
ID=MIMAT0014853;Alias=MIMAT0014853;Name=mmu-miR-3072-3p;Derives_from=MI0014035	1	0	0	0	0	0
ID=MIMAT0014854;Alias=MIMAT0014854;Name=mmu-miR-3073a-5p;Derives_from=MI0014036	2	0	0	0	0	1
ID=MIMAT0014855;Alias=MIMAT0014855;Name=mmu-miR-3073a-3p;Derives_from=MI0014036	1	0	0	0	0	0
ID=MIMAT0014856;Alias=MIMAT0014856;Name=mmu-miR-3074-5p;Derives_from=MI0014037	2	2	0	1	2	1
ID=MIMAT0014856_1;Alias=MIMAT0014856;Name=mmu-miR-3074-5p;Derives_from=MI0014104	3	3	0	1	0	1
ID=MIMAT0014857;Alias=MIMAT0014857;Name=mmu-miR-3074-1-3p;Derives_from=MI0014037	2	2	0	0	0	3
ID=MIMAT0014858;Alias=MIMAT0014858;Name=mmu-miR-3075-5p;Derives_from=MI0014038	0	0	0	0	0	0
ID=MIMAT0014859;Alias=MIMAT0014859;Name=mmu-miR-3075-3p;Derives_from=MI0014038	0	0	0	0	0	0
ID=MIMAT0014860;Alias=MIMAT0014860;Name=mmu-miR-3076-5p;Derives_from=MI0014039	0	0	0	0	0	0
ID=MIMAT0014861;Alias=MIMAT0014861;Name=mmu-miR-3076-3p;Derives_from=MI0014039	0	0	0	0	0	0
ID=MIMAT0014862;Alias=MIMAT0014862;Name=mmu-miR-3077-5p;Derives_from=MI0014040	0	0	0	0	1	0
ID=MIMAT0014863;Alias=MIMAT0014863;Name=mmu-miR-3077-3p;Derives_from=MI0014040	0	2	0	0	0	0
ID=MIMAT0014864;Alias=MIMAT0014864;Name=mmu-miR-3078-5p;Derives_from=MI0014041	0	0	0	0	0	0
ID=MIMAT0014865;Alias=MIMAT0014865;Name=mmu-miR-3078-3p;Derives_from=MI0014041	0	0	0	0	0	0
ID=MIMAT0014866;Alias=MIMAT0014866;Name=mmu-miR-3079-5p;Derives_from=MI0014042	0	0	0	1	1	2
ID=MIMAT0014867;Alias=MIMAT0014867;Name=mmu-miR-3079-3p;Derives_from=MI0014042	0	0	0	0	0	0
ID=MIMAT0014868;Alias=MIMAT0014868;Name=mmu-miR-3080-5p;Derives_from=MI0014043	0	0	0	0	0	0
ID=MIMAT0014869;Alias=MIMAT0014869;Name=mmu-miR-3080-3p;Derives_from=MI0014043	0	0	0	0	0	0
ID=MIMAT0014870;Alias=MIMAT0014870;Name=mmu-miR-3081-5p;Derives_from=MI0014044	0	0	0	0	1	2
ID=MIMAT0014871;Alias=MIMAT0014871;Name=mmu-miR-3081-3p;Derives_from=MI0014044	0	6	1	3	2	6
ID=MIMAT0014872;Alias=MIMAT0014872;Name=mmu-miR-3082-5p;Derives_from=MI0014045	0	0	0	0	0	0
ID=MIMAT0014873;Alias=MIMAT0014873;Name=mmu-miR-3082-3p;Derives_from=MI0014045	3	2	1	0	0	0
ID=MIMAT0014874;Alias=MIMAT0014874;Name=mmu-miR-3083-5p;Derives_from=MI0014046	0	0	0	0	0	0
ID=MIMAT0014875;Alias=MIMAT0014875;Name=mmu-miR-3083-3p;Derives_from=MI0014046	0	0	0	0	0	0
ID=MIMAT0014876;Alias=MIMAT0014876;Name=mmu-miR-3084-5p;Derives_from=MI0014047	0	0	0	0	0	0
ID=MIMAT0014876_1;Alias=MIMAT0014876;Name=mmu-miR-3084-5p;Derives_from=MI0020958	0	0	0	0	0	0
ID=MIMAT0014877;Alias=MIMAT0014877;Name=mmu-miR-3084-3p;Derives_from=MI0014047	0	21	4	0	6	14
ID=MIMAT0014877_1;Alias=MIMAT0014877;Name=mmu-miR-3084-3p;Derives_from=MI0020958	1	16	3	0	8	2
ID=MIMAT0014878;Alias=MIMAT0014878;Name=mmu-miR-3085-5p;Derives_from=MI0014048	0	0	0	0	0	0
ID=MIMAT0014879;Alias=MIMAT0014879;Name=mmu-miR-3085-3p;Derives_from=MI0014048	0	0	0	0	0	0
ID=MIMAT0014880;Alias=MIMAT0014880;Name=mmu-miR-3086-5p;Derives_from=MI0014049	0	0	0	0	0	0
ID=MIMAT0014881;Alias=MIMAT0014881;Name=mmu-miR-3086-3p;Derives_from=MI0014049	0	0	0	0	0	0
ID=MIMAT0014882;Alias=MIMAT0014882;Name=mmu-miR-466m-5p;Derives_from=MI0014050	0	0	0	0	0	0
ID=MIMAT0014883;Alias=MIMAT0014883;Name=mmu-miR-466m-3p;Derives_from=MI0014050	0	0	0	0	0	0
ID=MIMAT0014884;Alias=MIMAT0014884;Name=mmu-miR-669d-2-3p;Derives_from=MI0014051	0	0	0	0	0	0
ID=MIMAT0014885;Alias=MIMAT0014885;Name=mmu-miR-466o-5p;Derives_from=MI0014052	0	0	0	0	0	0
ID=MIMAT0014886;Alias=MIMAT0014886;Name=mmu-miR-466o-3p;Derives_from=MI0014052	0	0	0	0	0	0
ID=MIMAT0014889;Alias=MIMAT0014889;Name=mmu-miR-669p-5p;Derives_from=MI0014064	2	0	0	0	0	13
ID=MIMAT0014889_1;Alias=MIMAT0014889;Name=mmu-miR-669p-5p;Derives_from=MI0014071	0	9	0	0	0	0
ID=MIMAT0014890;Alias=MIMAT0014890;Name=mmu-miR-669p-3p;Derives_from=MI0014064	0	0	0	0	0	0
ID=MIMAT0014890_1;Alias=MIMAT0014890;Name=mmu-miR-669p-3p;Derives_from=MI0014071	0	0	0	0	0	0
ID=MIMAT0014891;Alias=MIMAT0014891;Name=mmu-miR-466p-5p;Derives_from=MI0014078	0	0	0	0	0	0
ID=MIMAT0014892;Alias=MIMAT0014892;Name=mmu-miR-466p-3p;Derives_from=MI0014078	0	0	0	0	0	0
ID=MIMAT0014893;Alias=MIMAT0014893;Name=mmu-miR-466n-5p;Derives_from=MI0014079	0	0	2	0	1	0
ID=MIMAT0014894;Alias=MIMAT0014894;Name=mmu-miR-466n-3p;Derives_from=MI0014079	5	2	0	1	3	3
ID=MIMAT0014895;Alias=MIMAT0014895;Name=mmu-miR-3087-5p;Derives_from=MI0014080	0	0	0	2	0	1
ID=MIMAT0014896;Alias=MIMAT0014896;Name=mmu-miR-3087-3p;Derives_from=MI0014080	0	0	0	0	0	0
ID=MIMAT0014897;Alias=MIMAT0014897;Name=mmu-miR-3088-5p;Derives_from=MI0014081	1	0	0	0	0	0
ID=MIMAT0014898;Alias=MIMAT0014898;Name=mmu-miR-3088-3p;Derives_from=MI0014081	1	1	2	2	0	0
ID=MIMAT0014899;Alias=MIMAT0014899;Name=mmu-miR-3089-5p;Derives_from=MI0014082	0	0	0	0	0	0
ID=MIMAT0014900;Alias=MIMAT0014900;Name=mmu-miR-3089-3p;Derives_from=MI0014082	0	0	0	0	1	0
ID=MIMAT0014901;Alias=MIMAT0014901;Name=mmu-miR-3090-5p;Derives_from=MI0014083	0	0	0	0	0	0
ID=MIMAT0014902;Alias=MIMAT0014902;Name=mmu-miR-3090-3p;Derives_from=MI0014083	0	0	0	0	0	0
ID=MIMAT0014903;Alias=MIMAT0014903;Name=mmu-miR-3091-5p;Derives_from=MI0014084	0	0	0	0	0	0
ID=MIMAT0014904;Alias=MIMAT0014904;Name=mmu-miR-3091-3p;Derives_from=MI0014084	0	1	0	1	0	4
ID=MIMAT0014905;Alias=MIMAT0014905;Name=mmu-miR-3092-5p;Derives_from=MI0014085	0	1	0	0	1	0
ID=MIMAT0014906;Alias=MIMAT0014906;Name=mmu-miR-3092-3p;Derives_from=MI0014085	0	0	0	0	0	0
ID=MIMAT0014907;Alias=MIMAT0014907;Name=mmu-miR-3093-5p;Derives_from=MI0014086	0	0	0	0	0	0
ID=MIMAT0014908;Alias=MIMAT0014908;Name=mmu-miR-3093-3p;Derives_from=MI0014086	1	0	0	0	0	0
ID=MIMAT0014909;Alias=MIMAT0014909;Name=mmu-miR-3094-5p;Derives_from=MI0014087	0	0	0	0	0	0
ID=MIMAT0014910;Alias=MIMAT0014910;Name=mmu-miR-3094-3p;Derives_from=MI0014087	0	0	0	0	0	2
ID=MIMAT0014911;Alias=MIMAT0014911;Name=mmu-miR-3095-5p;Derives_from=MI0014088	0	0	0	0	0	0
ID=MIMAT0014912;Alias=MIMAT0014912;Name=mmu-miR-3095-3p;Derives_from=MI0014088	0	0	0	0	0	0
ID=MIMAT0014915;Alias=MIMAT0014915;Name=mmu-miR-3097-5p;Derives_from=MI0014090	0	0	0	0	0	0
ID=MIMAT0014916;Alias=MIMAT0014916;Name=mmu-miR-3097-3p;Derives_from=MI0014090	0	0	1	0	0	0
ID=MIMAT0014917;Alias=MIMAT0014917;Name=mmu-miR-3098-5p;Derives_from=MI0014091	0	1	0	0	0	0
ID=MIMAT0014918;Alias=MIMAT0014918;Name=mmu-miR-3098-3p;Derives_from=MI0014091	0	0	0	0	0	0
ID=MIMAT0014919;Alias=MIMAT0014919;Name=mmu-miR-3100-5p;Derives_from=MI0014092	0	0	0	0	0	0
ID=MIMAT0014920;Alias=MIMAT0014920;Name=mmu-miR-3100-3p;Derives_from=MI0014092	0	2	0	0	0	0
ID=MIMAT0014921;Alias=MIMAT0014921;Name=mmu-miR-3101-5p;Derives_from=MI0014093	0	0	0	0	0	0
ID=MIMAT0014922;Alias=MIMAT0014922;Name=mmu-miR-3101-3p;Derives_from=MI0014093	0	0	0	0	0	0
ID=MIMAT0014923;Alias=MIMAT0014923;Name=mmu-miR-344e-5p;Derives_from=MI0014094	0	0	0	0	0	0
ID=MIMAT0014924;Alias=MIMAT0014924;Name=mmu-miR-344e-3p;Derives_from=MI0014094	0	0	0	0	0	0
ID=MIMAT0014925;Alias=MIMAT0014925;Name=mmu-miR-344b-5p;Derives_from=MI0014095	0	0	0	0	0	0
ID=MIMAT0014926;Alias=MIMAT0014926;Name=mmu-miR-344b-3p;Derives_from=MI0014095	0	0	0	0	0	0
ID=MIMAT0014927;Alias=MIMAT0014927;Name=mmu-miR-344c-5p;Derives_from=MI0014096	0	0	0	0	0	0
ID=MIMAT0014928;Alias=MIMAT0014928;Name=mmu-miR-344c-3p;Derives_from=MI0014096	0	0	0	0	0	0
ID=MIMAT0014929;Alias=MIMAT0014929;Name=mmu-miR-344g-5p;Derives_from=MI0014097	0	0	0	0	0	0
ID=MIMAT0014930;Alias=MIMAT0014930;Name=mmu-miR-344g-3p;Derives_from=MI0014097	0	0	0	0	0	0
ID=MIMAT0014931;Alias=MIMAT0014931;Name=mmu-miR-344f-5p;Derives_from=MI0014098	0	0	0	0	0	0
ID=MIMAT0014932;Alias=MIMAT0014932;Name=mmu-miR-344f-3p;Derives_from=MI0014098	0	0	0	0	0	0
ID=MIMAT0014933;Alias=MIMAT0014933;Name=mmu-miR-3102-5p;Derives_from=MI0014099	0	0	0	0	0	0
ID=MIMAT0014934;Alias=MIMAT0014934;Name=mmu-miR-3102-5p.2-5p;Derives_from=MI0014099	0	0	0	0	0	0
ID=MIMAT0014935;Alias=MIMAT0014935;Name=mmu-miR-3102-3p.2-3p;Derives_from=MI0014099	0	0	0	0	0	0
ID=MIMAT0014936;Alias=MIMAT0014936;Name=mmu-miR-3102-3p;Derives_from=MI0014099	0	0	0	0	0	0
ID=MIMAT0014937;Alias=MIMAT0014937;Name=mmu-miR-3103-5p;Derives_from=MI0014100	0	2	0	0	0	0
ID=MIMAT0014938;Alias=MIMAT0014938;Name=mmu-miR-3103-3p;Derives_from=MI0014100	1	0	0	0	0	0
ID=MIMAT0014939;Alias=MIMAT0014939;Name=mmu-miR-3104-5p;Derives_from=MI0014101	0	0	1	0	0	0
ID=MIMAT0014940;Alias=MIMAT0014940;Name=mmu-miR-3104-3p;Derives_from=MI0014101	0	0	0	0	0	0
ID=MIMAT0014941;Alias=MIMAT0014941;Name=mmu-miR-3105-5p;Derives_from=MI0014102	0	0	0	0	0	0
ID=MIMAT0014942;Alias=MIMAT0014942;Name=mmu-miR-3105-3p;Derives_from=MI0014102	2	0	0	0	2	0
ID=MIMAT0014943;Alias=MIMAT0014943;Name=mmu-miR-486b-5p;Derives_from=MI0014103	0	0	0	1	0	0
ID=MIMAT0014944;Alias=MIMAT0014944;Name=mmu-miR-486b-3p;Derives_from=MI0014103	6	7	3	4	4	10
ID=MIMAT0014946;Alias=MIMAT0014946;Name=mmu-miR-3074-2-3p;Derives_from=MI0014104	4	5	2	0	0	0
ID=MIMAT0014947;Alias=MIMAT0014947;Name=mmu-miR-3108-5p;Derives_from=MI0014105	0	0	0	0	0	0
ID=MIMAT0014948;Alias=MIMAT0014948;Name=mmu-miR-3108-3p;Derives_from=MI0014105	0	0	0	0	0	0
ID=MIMAT0014949;Alias=MIMAT0014949;Name=mmu-miR-3109-5p;Derives_from=MI0014106	0	0	0	0	0	0
ID=MIMAT0014950;Alias=MIMAT0014950;Name=mmu-miR-3109-3p;Derives_from=MI0014106	0	0	0	0	0	0
ID=MIMAT0014951;Alias=MIMAT0014951;Name=mmu-miR-3110-5p;Derives_from=MI0014107	0	0	0	0	0	1
ID=MIMAT0014952;Alias=MIMAT0014952;Name=mmu-miR-3110-3p;Derives_from=MI0014107	0	0	0	2	0	0
ID=MIMAT0014953;Alias=MIMAT0014953;Name=mmu-miR-374c-5p;Derives_from=MI0014108	0	2	1	1	3	0
